platform,review_id,rating,title,review_text,author,date,helpful_count,vote_count,version,country,timestamp
iOS App Store,12997413812,5,THIS IS THE BEST APP,"It has helped me when I am sad and I can’t tell anybody else because when I write it down in there it just feels like I’m telling it to somebody and it feels so good to write and I usually write in it whenever I’m sad because it makes me feel like I’m talking to somebody when I really am not And it just has made me feel a little bit better ever since I’ve been sad like today like I was sad because my mom is sick and she has been for a few days. She’s totally fine though it’s just like a common cold but ever since I wrote in it like a few minutes ago I just felt so much better and I was crying before I wrote in the journal too, and once I started writing in the journal, I stopped Like no more tears was coming out, and I was able to breathe normally again because when I cry, I start breathing all huffy and puffy so this journal really helps with a lot of things you should get it. It is the best journal app that I’ve ever had in my life.",👑🦄💖🥭,2025-08-09T20:31:12-07:00,0,0,1.3,,1754796672
iOS App Store,12993018638,3,100 words?,"I actually do enjoy this quite a bit. I would enjoy it a lot more if it was on my pad and not just on my phone I miss too many opportunities. The phone is too small and I don’t see it a glance and an overview of what I want or need to write.
I also am quite disturbed by the interpretations of my voice and what it will write instead of . What I have said sounds nothing like any of the letters or the syllables of the words does not make any darn sense. I would prefer to receive just a blank space awaiting which I have had happen but not as often as I have had horrible changes, text notes. To make changes it extremely difficult if you’ve tried to change two words you won’t know exactly what I mean you you’re starting where you put your finger, the cursor, blinking or not doesn’t always register. 
I’m glad you’re the opportunity. I keep notes on my note app someday I’ll get it all together because it’s not very convenient. .",Beanwonan,2025-08-08T17:14:42-07:00,0,0,1.3,,1754698482
iOS App Store,12990277493,5,💖Bree_Here💖,"I think it’s an amazing app I love writing down songs that I make. I also write down quotes, anything i would in a diary, what happened on that day, and so much more. I think this app is great not only because i can write all this stuff down but it also asks if you want to set up a face id to keep your stuff secret which i love because it keeps anything you want safely hidden. So i would definitely recommend this app!",💖Bree_Here💖,2025-08-08T01:49:40-07:00,0,0,1.3,,1754642980
iOS App Store,12981062171,5,I recommend this app to all journalists,"I love Journaling and this app makes it so much easier… you don’t have to worry about losing your note book or your diary because you can just right it on here and you can even title your entry’s. The app also keeps track of how many words you right, the date you wrote the entry, your journaling streak and more I definitely recommend this app for everyone who enjoys journaling!!!",Hockeyqueen101,2025-08-05T18:12:56-07:00,0,0,1.3,,1754442776
iOS App Store,12977786519,5,Great,"Actually amazing for writing things to myself that i really dont want my parents to see, and that nobody can really steal and look at. because no way am i letting somebody see my random daydreams and relationship status. I would like to ask for there to be a writing mode but you draw each letter and it does it like that, mainly for ipad with apple pencil and things like that. just a thought!",theflyingdarkhawk,2025-08-04T23:31:45-07:00,0,0,1.3,,1754375505
iOS App Store,12965419667,5,Very nice app,"I love this app because it’s kind of like a diary if you use it that way or it could be just a journal tell things that are happening in your life. What’s happening in your life and keep it updated so in a couple years, you can see how your life was then it’s actually really cool because it asks you some questions like Take a picture of the keepsake. Why do you love this thing so much or many other questions which I love answering myself so I’m just saying that if you get this app, I really hope you love it because I do and honestly, I think everyone should probably get it. It’s a nice time to take and they send you notifications that depending if you want them or not, and they just say take a time to reflect on your life and what’s happening and I do do that because it’s super fun to just write about it and then reread it in a couple years see what your life was like then so yeah",Bigbackbooty,2025-08-01T20:03:42-07:00,0,0,1.3,,1754103822
iOS App Store,12964713834,5,Dictator Tool,"No, you didn't misread that. I honestly feel like I'm going to become the world's best dictator thanks to the journaling app. At least in terms of dictating my own life now such an expression might be misunderstood by some. Don't get me wrong if you're a tyrant Keep your greedy paws off this app. It will not make you more powerful. These are not the droids you're looking for. But for the rest of you, this app is awesome. It lets you dictate and just remember, it's.
Not carriage return. Less than
Greater than I still can't say new line as one word because it will do just that create a new line. I love it. I wonder what other dictation keywords I'm missing out on. Dave's? let me know.",Sal Amony,2025-08-01T15:23:28-07:00,0,0,1.3,,1754087008
iOS App Store,12953696243,5,Why is this app amazing?,In my opinion this app is amazing and it helped me write all my emotions and I love how it has a lock in it and helps me express how I feel and lets me write my secrets and I feel safe enough to just write anything personal or anything it makes me feel like I’m talking to myself in a way Becouse I can reread everything and out and update on the note I made months ago and lets me reflect my actions and emotions and words and how I  did back then,Green_1_2_3,2025-07-30T00:45:32-07:00,0,0,1.3,,1753861532
iOS App Store,12944941282,5,Amazing free Journal! Very great to have when needing an outlet.,"I love this App! I started using it months ago during a really hard time in my life after buying both my parents and the high stress job I recently left. I love that if I feel like speaking into my journal (rather than typing it all out) I have the ability to do that and can be much more detailed in 1/4 of the time! This app has been very healing and helpful in my self-love and trauma recovery process. This app has surpassed my expectations by far, the biggest and most important part is, it’s private and FREE! Most apps aren’t anymore which is crazy considering we’re all going through something and mental health is extremely important for your own self. Give it a try! I promise you’ll love it! 💞",Working MomNwife,2025-07-27T20:09:33-07:00,0,0,1.3,,1753672173
iOS App Store,12944441321,5,"Really, really good","I’ve been journaling on and off since 2019. I’ve been hesitant to start digital journaling for privacy and long-term storage concerns. Apple Journal addresses both of these by:
1. Being synced with my iCloud that has enhanced data protection on. 
2. Offering the ability to export your journal entries to PDF. 
There is so many great features on this app I don’t even know where to begin. I can’t wait for the Mac and iPad apps in the upcoming update. My journaling habit has become daily for me due to the ease and convenience of this app.",Mr. Dr. Prof. Wesley,2025-07-27T16:47:34-07:00,0,0,1.3,,1753660054
iOS App Store,12936683272,5,My Favorite App!,"I love you in this app! Every night I sit down and I write about what happens in my day, I know I’m supposed to write about things that kind of stress me out or things that didn’t go so well in my day. But I just love writing down what happens in my day. Because I can go back whenever. And I remember all the great memories I’ve had in that day. Definitely get this app if you’re looking for an app like this! You’ll love it! My streak day streak is passed 100!",ElleannaVikingsSwimTeam,2025-07-25T17:17:47-07:00,0,0,1.3,,1753489067
iOS App Store,12933293620,5,Awesome app,Journal is an awesome app I love to write things and get them off my chest but people kept finding my books so I found journal which gave me the option to put Face ID which is awesome it also has this thing where you can choose how you are feeling and why and what’s making you feel this way or what you feel this about this is an awesome app I would definitely recommend,Ari_11!,2025-07-24T21:20:40-07:00,0,0,1.3,,1753417240
iOS App Store,12924875423,5,A pretty good app!,"I have to say, if you enjoy journaling, then this app is definitely for you. Not only does it just have blank slate to write in, it also has suggestions if you want to write about something specific. When I started using this app, it was about as easiest pie to get used to everything. It’s an organized app with an easy layout to get used to. You can add pictures and videos and even location locations to your entries if you want to specifically revisit a place or something. Overall, I think this is a really good app. I don’t even think I have any complaints! Have a good time journaling!",Bubblemelon vs. apps,2025-07-22T19:09:08-07:00,0,0,1.3,,1753236548
iOS App Store,12907156048,5,Life Skills,"All Proceeds go to my children and their children’s children etcetera. What a stupid word, let’s never speak of it again. Excluded people include my brother and that’s it. Everyone else can benefit from scraping the fat off of the top. Minus some certain people. Anyone that has spoken badly about me or does. 86’d for life. Munsoned in the worst part of the countries. They will he walked there with arrows at their backs the entire time. Followed by Highly comfortable assistants. Wanna take a Gondola? I will work it out with my financial planner. You can have whatever you like ©️ TI gets a cut.",Jones of the Jail,2025-07-18T08:48:04-07:00,0,0,1.3,,1752853684
iOS App Store,12903956246,5,Journaling in the Journal App,"A few months ago, I decided to start writing everyday in my journal. I was keeping my streak, but my wrists get tired of writing, and I didn’t have a lot of time. But, this app really helps me. Here, all my things that I saved here will be safe and kept for a long time. This app is really helpful, and I hope that more people use it in the future to help themselves even a little bit, and also use it to look over their things that he/she saved.",Rainbow Guppy,2025-07-17T13:11:47-07:00,1,3,1.3,,1752783107
iOS App Store,12897505807,5,I LOVE JOURNALING,"I am so happy that I discovered how much of a joy it is to be able to put my thoughts in this journal. And it helps me be organized in the moment. I have been working the same way before,except without having to write and it is even better. It helps me express my thoughts on what is going on and what I can control and what I am going through in my day.

It is such a blessing to have a positive mindset in my life that I can express my thoughts with clarity.

Lady Oifoong",Lady Oifoong,2025-07-16T00:11:04-07:00,0,0,1.3,,1752649864
iOS App Store,12895245278,5,Beautiful Journaling,"Love this app when I got my new iPhone. Anytime, anywhere, made it possible to write down the beautiful life experience and appreciate the world more beautifully with pictures and videos that could be attached.  Dreaming the pleasant review time few years later!

I would also be super happy if there could be a way to see my journals over iCloud, right now it seems unavailable to view! But it should be there saved.

Since I love it so much and I really want two more futures:

More rich ability for Exporting journals for saving.

Please make it harder for deleting journal, as I so much worried that I could accidentally swipe and delete it and no way to recover the journal! 

Journaling is something I would love to keep through my life! Even after life! 

So thank you for having this app available for us!",JenniferQu,2025-07-15T09:46:57-07:00,0,0,1.3,,1752598017
iOS App Store,12887730945,5,Best journal app EVER,"I cannot believe how many options are available in this journal app. Not only does it allow you to use your voice. It also offers reflections on life moments from past pictures. My favorite feature would be how you can use your voice to write this journal and instead of reading it, you can also listen to it. I am reading a book called the mastery of love and I’m gonna start using this journal as a way of reading and taking notes to this book. You’re seriously not gonna find a better journal app anywhere and if you do well, good for you, but this is the journal app. I think I could use for the rest of my life.",Breezy does it,2025-07-13T11:20:40-07:00,0,0,1.3,,1752430840
iOS App Store,12869534944,5,This is awesome!!!!,"I love how this app can open to only you! Except for if you’re an identical twin, well good luck keeping your feelings a secret. I like how I can openly write how I feel or felt about the person I have or had feelings for. I use this app to write about my love life, which I bet I don’t even know what love is to begin with. But when you know— you know. Which I definitely recommend this app. It is very helpful for me, because it’s nice to not have friends or family snooping through your diary about boys.",The love letter girl,2025-07-08T19:43:12-07:00,0,0,1.3,,1752028992
iOS App Store,12869324867,5,So great,"This app is… I can’t even describe it. I can write down my thoughts if I have any. I can also express my feelings, tell my secrets, and it just feels like I am being heard even though I am not. It can’t tell my secrets or thoughts so it can use it against me it’s just there, like a best friend it listens and lets me vent. And after I f l so good about my self. Highly recommend. Thanks for everything however made this app its sure is fantastic.🥰🤩",Husky2012,2025-07-08T18:21:52-07:00,0,0,1.3,,1752024112
iOS App Store,12861487387,5,Chat With Matt,"Today I had a chat with Matt.  He’s having trouble for the moment getting together with Remington.  
I know that’s hard on him and he’s also having trouble with Cassie Not controlling her spending.
I feel bad that he’s living in a separate place and not able to see his kids as a family the way he wanted to.
I don’t understand why she feels so entitled to spend his harder money on frivolous things that are not necessary.  I’ve always been so frugal and careful until I knew that I had money that I could actually spend.
I don’t know if there’s a way that I can help him but if there is, I certainly will try.",JudieJRob,2025-07-06T19:13:40-07:00,0,0,1.3,,1751854420
iOS App Store,12861412210,5,Great for a Travel Blog or Travel Journal 🧳,"This Journal app is great for a Travel Blog or a Travel Journal because it is way better that Zoho Notes and the cool thing about Apple Journal is that you can use it as a travel blog or a travel journal and you don’t have to worry about posting anything about your travels on any of the big-cheese blog sites like, Wordpress or Google Blogs for possible creepers that might wanna take a screen-grab and pass the information about your travels around freely. The thing I really love about Apple Journal is that you can post pictures of your travels and print them out and then you can send them as a PDF which is great. 😁 👍",Tfrog5489,2025-07-06T18:43:29-07:00,0,0,1.3,,1751852609
iOS App Store,12858226284,1,EXPORT OPTION FOR AUDIO ENTRIES,"The only reason I am rating this app 1 star is because they NEED apple to update the app so that we can easily export entries to other places, especially audio entries. I only do audio journaling and I was loving it till I realized it took up all my storage and I can’t export it. I don’t want to purchase more storage. They do have an export option in settings but I tried that and left it “loading” for half the day and the loading bar didn’t move at all. I have so many entries and photos attached to those entries and now I might have to delete them all and go back to using voice memos. This is highly upsetting because I really do love the concept of the app. Please FIX IT.",PVO92,2025-07-05T23:53:14-07:00,0,0,1.3,,1751784794
iOS App Store,12851077300,5,I love Journal,"I love Journal! It’s like my own online diary (well it is) and I use it all the time to just vent about my day and talk about stuff. I use it to reflect on my life’s moments and just look back and remember good days when I’m feeling down. It’s such a great app. You can tell it your moods, it’ll give you suggestions of what to write about, and it’s just a great app to use when you need to vent or get something off your mind. I love it so much. THANK YOU TO THE CREATORS OF JOURNAL! YOU ALL ARE AMAZING!",Azeleaflowrlver1,2025-07-04T04:20:25-07:00,0,0,1.3,,1751628025
iOS App Store,12849013131,5,Journal,I absolutely love the journal feature on iPhone. I anticipate being an author of some sort someday and it’s an excellent way to put words down and practice. I use it to write all kinds of things and it helps me feel better and feel organized. Honestly this journal feature will probably be what’s saved my relationship also. I write about my relationship in here usually every day and share it with my loved one(s) and it’s helped her and them see all the changes I’ve made and that I mean what I say and say what I mean.,Pampasquain,2025-07-03T14:19:25-07:00,0,0,1.3,,1751577565
iOS App Store,12839249148,5,"Great app! - functional, but simple","This app automatically comes with ur phone, so that’s great. I love how you can always remember every single day that you recorded because of its organization. For every day’s entry, you can add a certain amount of pictures (im sorry, I forgot to count, but I think it was like 10-14 max?) and write as much as you want. It’s the perfect way to track your daily trips on a vacation (at least, that’s what I do ) but yeah! An easy five stars ✨✨",SeedyReviewsStuff,2025-07-01T06:18:38-07:00,2,2,1.3,,1751375918
iOS App Store,12827533903,5,pretty good.,"This is a pretty good app is was one of those apps that apple provided you so you don’t have to worry about it taking up much space. Before the Journal app I was using my notes to vent in which people could get to easily. Now that i have this i can write all my worries and stuff in here. I also like it because when venting I normally write what’s going on which can make my fingers sore so this also helped. I struggle with my mental health also so it just really makes me happy that they even added the mindfulness in the journal so you can log your emotions and why you feel that way. But that’s about it. Thank you for this app. 

         -Alexia",ALEXIAZWRLDD999,2025-06-28T07:07:15-07:00,0,0,1.3,,1751119635
iOS App Store,12822335322,4,Ideal Feature,"I would like this app to have an “Albums” option that you can add entries to, there you can record trips and time periods. Entries could also be added to multiple albums for organizing. This app should also be added to IPads because why wouldn’t it not be? iPads are shaped somewhat like journals. The app itself is fine and I hope Apple sees it which is hugely unlikely, if anyone has an app like this I hope you can add this feature. I have not yet tried out any other apps beside this app, hoping to do so in the future.",EpiklyKool,2025-06-26T23:53:11-07:00,0,0,1.3,,1751007191
iOS App Store,12822058141,5,Journaling is like my therapist,you are the best part about this journal thing. Yes it has options of what you wanna talk about if you don’t know what you wanna talk about right like they have like journal entry questions which is really nice and also like what I love is that I can just journal about anything and ramble on for like days and what is bugging me that day or how life is good and it’s so nice you know I don’t need to like feel like I’m gonna have someone look at this or see it’s private because it’s my journal and I can write whatever I want it and it’s nice,Jbird1958,2025-06-26T21:49:40-07:00,0,0,1.3,,1750999780
iOS App Store,12821719580,5,PLS READ,I love this app. I’ve had so many problems with planning and therapy and my own feelings. But with all the prompts I really can just let loose. I feel completely free to share my feelings and write down whatever I want. I don’t have any restrictions or shyness. Especially bc you can put a Face ID on it so no one else can see it really just feels like a private little space just for you!! ( also it’s great if you cannot keep up with a diary bc you can set reminders and there’s a cute little streak function. It’s just like the Duolingo streak. I have a 129 day streak!!),PercabethLvr22,2025-06-26T19:28:36-07:00,0,0,1.3,,1750991316
iOS App Store,12821343398,3,Love but would appreciate more features,"I absolutely love the simplicity of the app, and how well it flows. I love being able to add multiple types of media, photos and videos. I love the prompts as well. I just wish there was a way to categorize journals or have multiple, as well as create tags or other useful search info. For instance I’d like to be able to have a daily journal, and then  a journal for personal achievements. 
I know many of those features are coming with ios26 and I’ll be excited to try them out!",EStreet27,2025-06-26T17:04:25-07:00,0,0,1.3,,1750982665
iOS App Store,12819823585,5,Love it,"I love how simple it is. I use this app almost every day now especially when I’m working on myself is so quick so easy so simple to use. I just hope it remains free, but I’m definitely sharing it to my Pinterest board because you know people on Pinterest be question and everything what app you use this this and that so I’m definitely gonna recommend this app. It is so simple and I love simple things.",EllnAnder,2025-06-26T08:16:51-07:00,0,0,1.3,,1750951011
iOS App Store,12816492366,5,Early Impressions of Apple Journal,"I’ve just started using the Apple Journal app, mainly to move over some notes from Apple Notes, and while I don’t have a full feel for it yet, I’m intrigued. The clean design makes journaling feel more intentional, and I like how the app encourages reflection without being overwhelming.

It’s still early days, but I can already see the potential for this to become a regular part of my routine—especially for organizing thoughts, spiritual reflections, or just slowing down for a few mindful moments. I’m looking forward to exploring more features as I go.

If you’re thinking about starting a journaling habit or moving your notes into a space that feels more personal and reflective, this might be a good starting point.",ImpactingSpirit,2025-06-25T11:24:56-07:00,0,0,1.3,,1750875896
iOS App Store,12812215632,3,It’s a good start,"I love the idea on an integrated journal app , it’s kind of like the Yelp reviews for y life ; 
“Hey noticed you’re here, wanna check in? Want to write a review?”
Two things I wish I could do : down load on iPad - I often travel with iPad mini and would like to be able to just open up and submit an entry or some data when I might me sitting in front of the iPad Pro and feel the urge to enter a longer entry utilizing the keyboard .

The second thing ; if “Freehand” - sometimes my thoughts are not “structured” enough to type and sometimes it’s not necessarily “words” I want to put to paper, but an idea or thought -  still personal enough for journal , not quite general enough for “notes”",10yente,2025-06-24T09:16:19-07:00,0,0,1.3,,1750781779
iOS App Store,12806926204,5,Why I love ittt,"I loveeeeee this because only a few people have my password and the people who do know my password don’t really go through my phone cause I don’t really care, but this journal helped me a lot. I get to talk about stuff that I can’t tell anyone cause I don’t want them in front of me and just let me like stuff like stuff for school stuff about stuff about my habits and what I like doing like what I want stuff and it’s just so real life your real life journal but like your phone is on you all the time and you need a password to get inv and I just think that this is really good because like that it’s good at typing and you could also just the voice thing and I think that’s really good and I’ve been in my bed and I’ll write my journal. I wrote my journal like four times and I think it’s just really good to get everything out and I’m gonna write in at least like two times a week. And I think that’s just good.",Tis y I lov,2025-06-23T00:40:17-07:00,0,0,1.3,,1750664417
iOS App Store,12799732211,5,AI?,"I believe the journal app is something that is working for myself. I like the security, even though security type things only keep honest people out. It does give me piece of mind knowing that there is some form of security, even if it’s a placebo. Just all around something that’s slowly, but surely getting everything that I need into whatever make shift order of balance I can so that I can get through the everyday life good bad or in between. The one thing that I was thinking about though is if Apple or someone has AI so that they can have more assistance and help with stuffZ and thingZ; and all I know is AI, this journal and things like it are helping me to open up, especially with the fact that your fellow brothers and sisters of the human variety Are sometimes too overly judgmental so look forward to seeing hopefully many things happen. Good luck and everyone be safe out there.",ParadauxZ,2025-06-21T02:55:01-07:00,0,0,1.3,,1750499701
iOS App Store,12789560672,3,Hoping for more features.,"I love that it’s integrated with photos. I would like to see the date at the top not just the month of the year. As I make a lot of journal entries. I would also like some options to determine what we display in the scroll. For example, just date and title. I do like the titles. I like that I can edit the date. I have journaled for years and wanted a way to capture my life in a database. OK so it’s not a database, but this is searchable. So I like that. So I am reading my journals Into the journal. I also checked the ability to print the journal. And it comes out nicely in a PDF form. Which is great for travel log.",mindlikeasteeltrout,2025-06-18T10:21:04-07:00,0,0,1.3,,1750267264
iOS App Store,12782834765,4,Got switched to numbering system,"I’ve been using this app for over a year now. Suddenly, every time I speak a number into it it starts making a list. It does this freaky indent.
The worst part is when I try to put in a date, a year. And I end up with all kinds of weird numbers that don’t have anything about being a date.
And I can’t figure out how to delete it because it thinks that year is a number and I can’t change it. I can’t delete it. I just end up wiping out the whole darn thing.
 I wish they would quit improving things. It was working fine.",Xefirah,2025-06-16T16:02:59-07:00,0,0,1.3,,1750114979
iOS App Store,12775192010,5,Life Happens,"I have been using the journal to write antidotal notes of life events over the last 18 months. It seems like Small social events carry a theme. Culture, humor, tragedy., passed friendships now gone, all seem to orbit around conversation encounters. Apple’s Journal function has provided me some opportunity to try to record these moments in a user friendly environment. Write more, record more of your life’s moments, and you are a better person!",Char1es3,2025-06-14T16:50:17-07:00,0,0,1.3,,1749945017
iOS App Store,12768017523,5,Perfect for my daily life.,"Back on April 13th, 2020, I began to keep a journal, and I was inspired to do so by reading an article about journaling during the COVID-19 lockdown. Every single day, I wrote an entry focusing solely upon my daily routine and the ups and downs I’ve experienced throughout the years. Up until April 7th, 2023, I’ve stopped daily journaling (a whopping 1,090 entries worth getting through the pandemic has really paid off). Until May 5th (same year… and 4 weeks later), I made a tough decision to return to journaling, but after a segment of the journal, I took a 2-week break from it before moving onto the next segment, same with how I took a 4-week break after I finish the entire journal before grabbing a new one. All the way until May 7th (of THIS year), I quit traditional journalism and switched over to digital journalism (which can very well be the app) back on the 3rd of June. It’s become my new method of journalism for the time being. I love it very much.",Llinad02,2025-06-12T20:16:07-07:00,0,0,1.3,,1749784567
iOS App Store,12760472084,3,Love it but hoping for upgrades,"It’s almost a perfect app. The interface and integration happenings like workouts, photos, music, and more are awesome, but it lacking some basic functionality make me skip using it as regularly as I’d like. 1) I wish the app were available across iPad and Mac too—typings gets hard on my iPhone with wrist problems. 2) I wish I could load my own prompts to work through, almost like a workbook. 3) I wish I could create a template to fill in. 4) added organization would be awesome—imagine having a normal journal, a workbook, and your health journal all in one place. Love the app, just wish it had a few more features.",BMDoerfler,2025-06-10T20:24:38-07:00,0,0,1.3,,1749612278
iOS App Store,12760035749,5,Digital journaling made easy,"I enjoy using this app for multiple reasons. I like the constant reminder, which is quite helpful. I also find the content suggestion very interesting, ‘cause it saves me time from gathering key photos, for example, from a recent trip. In short, I don’t use it quite extensively, but when I do, I can jot down my thoughts super fast. And of course, being from Apple, I like that I automatically inherit other relevant features like data sync and privacy.",thehalphway,2025-06-10T17:24:43-07:00,5,6,1.3,,1749601483
iOS App Store,12748433161,4,"Great, there’s just a few key things i’d like to see","I’ve used this app every day since April 8th, I love using it and I especially love the way it allows you to have multiple “entries” for one day, and I love that it allows you to make backups, but I wish that there was just an undo button for if I accidentally delete something, and getting to customize the background color of the app would be such a sweet feature to add, and I imagine it’d be straightforward to implement",QuizletEnthusiast3004,2025-06-07T17:38:19-07:00,0,0,1.2,,1749343099
iOS App Store,12748099436,5,Journal,"This app has helped me write down a lot of adventures and now one day I will get to read all my adventures and not only is this a good place to write down adventures, but it’s also helping me with writing down feelings that I don’t like to say and this is a very good app to help you express everything. Write down everything you feel and it makes me feel. so good after a nice long way of writing and that only is as good for using work. It’s also good for your hands so that way you know where certain keys are.",Held didhdjdndjdjd,2025-06-07T15:18:21-07:00,0,0,1.2,,1749334701
iOS App Store,12737618568,5,This is such a great app!💛🧡,"I think this was a very good idea of making this and that is helps me think of things more thoughtfully if that makes sense and I love that you can say how you feel in the health widget! However, I think that if you could change the color of the reflections or write your own, then that would be helpful. Thank you so much for this amazing app anyone reading this needs to get this! ❤️‍🔥❤️‍🔥",📖🫰,2025-06-04T23:05:41-07:00,0,0,1.2,,1749103541
iOS App Store,12732567748,5,So great,This app so so much fun to write how I am doing and checking in to see the days that I was feeling. It’s really cool how I get to see what happened at the start of the year and what changed at the end. It also keeps track of haw many days you have wrote in the app. And it keeps everything safe so know one can just open the app. And you can share everything on a list with your friends you can even choose what you want to share on that list. I love writing what I am feeling. It gives me good advice about what to write about,ThatgirlAvA12366,2025-06-03T14:13:51-07:00,1,1,1.2,,1748985231
